Datetime,Value
7/30/2014 17:00,0.813467178
7/30/2014 17:15,0.776463404
7/30/2014 17:30,0.044548382
7/30/2014 17:45,0.804542156
7/30/2014 18:00,0.598723911
7/30/2014 18:15,0.950088754
7/30/2014 18:30,0.470155809
7/30/2014 18:45,0.905005513
7/30/2014 19:00,0.761416279
7/30/2014 19:15,0.163995083
7/30/2014 19:30,0.92274034
7/30/2014 19:45,0.364619186
7/30/2014 20:00,0.141632657
7/30/2014 20:15,0.001033317
7/30/2014 20:30,0.870354787
7/30/2014 20:45,0.99843187
7/30/2014 21:00,0.924024331
7/30/2014 21:15,0.139058102
7/30/2014 21:30,0.75438818
7/30/2014 21:45,0.146593835
7/30/2014 22:00,0.228163355
7/30/2014 22:15,0.299943698
7/30/2014 22:30,0.749058332
7/30/2014 22:45,0.163807704
7/30/2014 23:00,0.711588248
7/30/2014 23:15,0.555404797
7/30/2014 23:30,0.87747649
7/30/2014 23:45,0.051379258
7/31/2014 0:00,0.917707897
7/31/2014 0:15,0.635414441
7/31/2014 0:30,0.096756562
7/31/2014 0:45,0.371882141
7/31/2014 1:00,0.282244342
7/31/2014 1:15,0.911599249
7/31/2014 1:30,0.8025289
7/31/2014 1:45,0.091834439
7/31/2014 2:00,0.936073399
7/31/2014 2:15,0.250433911
7/31/2014 2:30,0.360182892
7/31/2014 2:45,0.056301898
7/31/2014 3:00,0.641926644
7/31/2014 3:15,0.394532412
7/31/2014 3:30,0.069088477
7/31/2014 3:45,0.82953159
7/31/2014 4:00,0.979539715
7/31/2014 4:15,0.830256718
7/31/2014 4:30,0.993358686
7/31/2014 4:45,0.243105371
7/31/2014 5:00,0.467235101
7/31/2014 5:15,0.720950748
7/31/2014 5:30,0.078565735
7/31/2014 5:45,0.403973755
7/31/2014 6:00,0.096705686
7/31/2014 6:15,0.008305704
7/31/2014 6:30,0.982570931
7/31/2014 6:45,0.072059646
7/31/2014 7:00,0.326453399
7/31/2014 7:15,0.400911084
7/31/2014 7:30,0.9776945
7/31/2014 7:45,0.882690432
7/31/2014 8:00,0.504138337
7/31/2014 8:15,0.227700648
7/31/2014 8:30,0.119311863
7/31/2014 8:45,0.441083082
7/31/2014 9:00,0.681210538
7/31/2014 9:15,0.323613002
7/31/2014 9:30,0.253549011
7/31/2014 9:45,0.687945157
7/31/2014 10:00,0.576440055
7/31/2014 10:15,0.450542466
7/31/2014 10:30,0.347324145
7/31/2014 10:45,0.162887368
7/31/2014 11:00,0.527071582
7/31/2014 11:15,0.550003276
7/31/2014 11:30,0.756206279
7/31/2014 11:45,0.14225049
7/31/2014 12:00,0.750437289
7/31/2014 12:15,0.663246668
7/31/2014 12:30,0.778493049
7/31/2014 12:45,0.163335127
7/31/2014 13:00,0.746452706
7/31/2014 13:15,0.711259415
7/31/2014 13:30,0.160378516
7/31/2014 13:45,0.199918966
7/31/2014 14:00,0.39802874
7/31/2014 14:15,0.062058763
7/31/2014 14:30,0.766013741
7/31/2014 14:45,0.943770169
7/31/2014 15:00,0.100574482
7/31/2014 15:15,0.085227406
7/31/2014 15:30,0.193315991
7/31/2014 15:45,0.150332939
7/31/2014 16:00,0.626551202
7/31/2014 16:15,0.78473847
7/31/2014 16:30,0.897522999
7/31/2014 16:45,0.546798369
7/31/2014 17:00,0.71983287
7/31/2014 17:15,0.89775248
7/31/2014 17:30,0.086762112
7/31/2014 17:45,0.228394008
7/31/2014 18:00,0.998155039
7/31/2014 18:15,0.137141371
7/31/2014 18:30,0.163982962
7/31/2014 18:45,0.485726734
7/31/2014 19:00,0.149745342
7/31/2014 19:15,0.210864793
7/31/2014 19:30,0.101282866
7/31/2014 19:45,0.558333789
7/31/2014 20:00,0.954766333
7/31/2014 20:15,0.893705242
7/31/2014 20:30,0.378483544
7/31/2014 20:45,0.657458655
7/31/2014 21:00,0.628787221
7/31/2014 21:15,0.492617568
7/31/2014 21:30,0.73388544
7/31/2014 21:45,0.500006491
7/31/2014 22:00,0.728517632
7/31/2014 22:15,0.900352817
7/31/2014 22:30,0.266489306
7/31/2014 22:45,0.268754692
7/31/2014 23:00,0.325291635
7/31/2014 23:15,0.018975366
7/31/2014 23:30,0.947600146
7/31/2014 23:45,0.222032334
8/1/2014 0:00,0.953994361
8/1/2014 0:15,0.841953019
8/1/2014 0:30,0.392169104
8/1/2014 0:45,0.383754478
8/1/2014 1:00,0.601340829
8/1/2014 1:15,0.433238084
8/1/2014 1:30,0.009506902
8/1/2014 1:45,0.982532604
8/1/2014 2:00,0.014045456
8/1/2014 2:15,0.297937879
8/1/2014 2:30,0.703183765
8/1/2014 2:45,0.868438489
8/1/2014 3:00,0.119524447
8/1/2014 3:15,0.171114437
8/1/2014 3:30,0.4269596
8/1/2014 3:45,0.926328726
8/1/2014 4:00,0.419999264
8/1/2014 4:15,0.086791715
8/1/2014 4:30,0.205178422
8/1/2014 4:45,0.271895938
8/1/2014 5:00,0.307089763
8/1/2014 5:15,0.417865621
8/1/2014 5:30,0.913418479
8/1/2014 5:45,0.490200715
8/1/2014 6:00,0.97086264
8/1/2014 6:15,0.51361274
8/1/2014 6:30,0.850459127
8/1/2014 6:45,0.901887481
8/1/2014 7:00,0.868393797
8/1/2014 7:15,0.115723957
8/1/2014 7:30,0.334876288
8/1/2014 7:45,0.241496852
8/1/2014 8:00,0.027228276
8/1/2014 8:15,0.753531901
8/1/2014 8:30,0.590813847
8/1/2014 8:45,0.275807369
8/1/2014 9:00,0.699041901
8/1/2014 9:15,0.745336762
8/1/2014 9:30,0.210793069
8/1/2014 9:45,0.03521128
8/1/2014 10:00,0.884261593
8/1/2014 10:15,0.72335013
8/1/2014 10:30,0.907219359
8/1/2014 10:45,0.725128257
8/1/2014 11:00,0.666854116
8/1/2014 11:15,0.200648839
8/1/2014 11:30,0.376144921
8/1/2014 11:45,0.347985127
8/1/2014 12:00,0.804955805
8/1/2014 12:15,0.800658151
8/1/2014 12:30,0.025979901
8/1/2014 12:45,0.328931242
8/1/2014 13:00,0.285234661
8/1/2014 13:15,0.271774187
8/1/2014 13:30,0.946790318
8/1/2014 13:45,0.713838361
8/1/2014 14:00,0.387300349
8/1/2014 14:15,0.484080704
8/1/2014 14:30,0.479159297
8/1/2014 14:45,0.689408984
8/1/2014 15:00,0.283888401
8/1/2014 15:15,0.682953805
8/1/2014 15:30,0.368593653
8/1/2014 15:45,0.73906228
8/1/2014 16:00,0.08988063
8/1/2014 16:15,0.781010648
8/1/2014 16:30,0.257251115
8/1/2014 16:45,0.597237159
8/1/2014 17:00,0.369647298
8/1/2014 17:15,0.528895108
8/1/2014 17:30,0.085161374
8/1/2014 17:45,0.825549083
8/1/2014 18:00,0.107339941
8/1/2014 18:15,0.839756508
8/1/2014 18:30,0.65139063
8/1/2014 18:45,0.76974536
8/1/2014 19:00,0.942564358
8/1/2014 19:15,0.148987299
8/1/2014 19:30,0.244108993
8/1/2014 19:45,0.341846361
8/1/2014 20:00,0.762435431
8/1/2014 20:15,0.623727425
8/1/2014 20:30,0.835374873
8/1/2014 20:45,0.337438142
8/1/2014 21:00,0.073798653
8/1/2014 21:15,0.242572766
8/1/2014 21:30,0.460511733
8/1/2014 21:45,0.919793694
8/1/2014 22:00,0.584380679
8/1/2014 22:15,0.649945864
8/1/2014 22:30,0.841205575
8/1/2014 22:45,0.791666816
8/1/2014 23:00,0.807128571
8/1/2014 23:15,0.7778795
8/1/2014 23:30,0.565716944
8/1/2014 23:45,0.056996236
8/2/2014 0:00,0.845583609
8/2/2014 0:15,0.348137834
8/2/2014 0:30,0.941621818
8/2/2014 0:45,0.487407054
8/2/2014 1:00,0.208776531
8/2/2014 1:15,0.349362271
8/2/2014 1:30,0.711521743
8/2/2014 1:45,0.669033296
8/2/2014 2:00,0.187731788
8/2/2014 2:15,0.040256511
8/2/2014 2:30,0.918362381
8/2/2014 2:45,0.07452423
8/2/2014 3:00,0.94908986
8/2/2014 3:15,0.924630882
8/2/2014 3:30,0.586477198
8/2/2014 3:45,0.511773345
8/2/2014 4:00,0.502416944
8/2/2014 4:15,0.809534526
8/2/2014 4:30,0.83479341
8/2/2014 4:45,0.810718362
8/2/2014 5:00,0.373012524
8/2/2014 5:15,0.714857095
8/2/2014 5:30,0.800491658
8/2/2014 5:45,0.125306235
8/2/2014 6:00,0.481345892
8/2/2014 6:15,0.50323384
8/2/2014 6:30,0.672255216
8/2/2014 6:45,0.939557811
8/2/2014 7:00,0.335563304
8/2/2014 7:15,0.954208933
8/2/2014 7:30,0.030027006
8/2/2014 7:45,0.652199836
8/2/2014 8:00,0.721634133
8/2/2014 8:15,0.464597011
8/2/2014 8:30,0.118693792
8/2/2014 8:45,0.389384066
8/2/2014 9:00,0.641398803
8/2/2014 9:15,0.854608754
8/2/2014 9:30,0.038213447
8/2/2014 9:45,0.256924852
8/2/2014 10:00,0.336261668
8/2/2014 10:15,0.218022364
8/2/2014 10:30,0.929608241
8/2/2014 10:45,0.781892959
8/2/2014 11:00,0.105789177
8/2/2014 11:15,0.943169253
8/2/2014 11:30,0.134306352
8/2/2014 11:45,0.119887188
8/2/2014 12:00,0.318411337
8/2/2014 12:15,0.59364032
8/2/2014 12:30,0.000850117
8/2/2014 12:45,0.647963937
8/2/2014 13:00,0.75986746
8/2/2014 13:15,0.761499973
8/2/2014 13:30,0.480253998
8/2/2014 13:45,0.423475278
8/2/2014 14:00,0.501483138
8/2/2014 14:15,0.40840364
8/2/2014 14:30,0.752456041
8/2/2014 14:45,0.464326795
8/2/2014 15:00,0.70709453
8/2/2014 15:15,0.35268819
8/2/2014 15:30,0.393142874
8/2/2014 15:45,0.647702956
8/2/2014 16:00,0.951798054
8/2/2014 16:15,0.38443236
8/2/2014 16:30,0.028383959
8/2/2014 16:45,0.452122319
8/2/2014 17:00,0.245888555
8/2/2014 17:15,0.249366155
8/2/2014 17:30,0.944731441
8/2/2014 17:45,0.934365365
8/2/2014 18:00,0.955616977
8/2/2014 18:15,0.841840606
8/2/2014 18:30,0.853706357
8/2/2014 18:45,0.29426343
8/2/2014 19:00,0.652815939
8/2/2014 19:15,0.438936874
8/2/2014 19:30,0.400387003
8/2/2014 19:45,0.317909928
8/2/2014 20:00,0.566157952
8/2/2014 20:15,0.020593339
8/2/2014 20:30,0.221282247
8/2/2014 20:45,0.663587696
8/2/2014 21:00,0.624429306
8/2/2014 21:15,0.31716416
8/2/2014 21:30,0.441527933
8/2/2014 21:45,0.428166328
8/2/2014 22:00,0.146051191
8/2/2014 22:15,0.545941943
8/2/2014 22:30,0.186063482
8/2/2014 22:45,0.884665296
8/2/2014 23:00,0.738392662
8/2/2014 23:15,0.034177814
8/2/2014 23:30,0.410710444
8/2/2014 23:45,0.293161801
8/3/2014 0:00,0.213712893
8/3/2014 0:15,0.647747351
8/3/2014 0:30,0.347493445
8/3/2014 0:45,0.941607469
8/3/2014 1:00,0.433742047
8/3/2014 1:15,0.860365678
8/3/2014 1:30,0.290229578
8/3/2014 1:45,0.915484692
8/3/2014 2:00,0.765297218
8/3/2014 2:15,0.099499763
8/3/2014 2:30,0.610003861
8/3/2014 2:45,0.225116533
8/3/2014 3:00,0.640192536
8/3/2014 3:15,0.646305586
8/3/2014 3:30,0.420551482
8/3/2014 3:45,0.492356572
8/3/2014 4:00,0.28554922
8/3/2014 4:15,0.23103895
8/3/2014 4:30,0.719070358
8/3/2014 4:45,0.115738502
8/3/2014 5:00,0.692442959
8/3/2014 5:15,0.139641528
8/3/2014 5:30,0.101289065
8/3/2014 5:45,0.195956327
8/3/2014 6:00,0.987737558
8/3/2014 6:15,0.13876638
8/3/2014 6:30,0.99615512
8/3/2014 6:45,0.883263551
8/3/2014 7:00,0.266938714
8/3/2014 7:15,0.25050818
8/3/2014 7:30,0.01700366
8/3/2014 7:45,0.262627726
8/3/2014 8:00,0.130609531
8/3/2014 8:15,0.945787105
8/3/2014 8:30,0.817682572
8/3/2014 8:45,0.168712161
8/3/2014 9:00,0.88781701
8/3/2014 9:15,0.22204192
8/3/2014 9:30,0.713073398
8/3/2014 9:45,0.4835676
8/3/2014 10:00,0.433048982
8/3/2014 10:15,0.303876429
8/3/2014 10:30,0.79301341
8/3/2014 10:45,0.534014444
8/3/2014 11:00,0.561569976
8/3/2014 11:15,0.996031952
8/3/2014 11:30,0.689343844
8/3/2014 11:45,0.932176084
8/3/2014 12:00,0.35045055
8/3/2014 12:15,0.573763298
8/3/2014 12:30,0.653937443
8/3/2014 12:45,0.405299793
8/3/2014 13:00,0.388003642
8/3/2014 13:15,0.826905476
8/3/2014 13:30,0.697866918
8/3/2014 13:45,0.487137856
8/3/2014 14:00,0.364578231
8/3/2014 14:15,0.374746666
8/3/2014 14:30,0.407651042
8/3/2014 14:45,0.083296931
8/3/2014 15:00,0.092451731
8/3/2014 15:15,0.406490947
8/3/2014 15:30,0.557645145
8/3/2014 15:45,0.68230209
8/3/2014 16:00,0.948390012
8/3/2014 16:15,0.650688822
8/3/2014 16:30,0.782584893
8/3/2014 16:45,0.479977058
8/3/2014 17:00,0.13080727
8/3/2014 17:15,0.336666517
8/3/2014 17:30,0.006327896
8/3/2014 17:45,0.742175912
8/3/2014 18:00,0.286661404
8/3/2014 18:15,0.295864293
8/3/2014 18:30,0.851916877
8/3/2014 18:45,0.99877277
8/3/2014 19:00,0.762667711
8/3/2014 19:15,0.505823719
8/3/2014 19:30,0.735215231
8/3/2014 19:45,0.936892803
8/3/2014 20:00,0.299930247
8/3/2014 20:15,0.256480661
8/3/2014 20:30,0.963970022
8/3/2014 20:45,0.862406505
8/3/2014 21:00,0.989348468
8/3/2014 21:15,0.927857989
8/3/2014 21:30,0.03433369
8/3/2014 21:45,0.5849162
8/3/2014 22:00,0.159914381
8/3/2014 22:15,0.24064821
8/3/2014 22:30,0.919957477
8/3/2014 22:45,0.837112238
8/3/2014 23:00,0.507278273
8/3/2014 23:15,0.074539966
8/3/2014 23:30,0.099812949
8/3/2014 23:45,0.944550324
8/4/2014 0:00,0.124060408
8/4/2014 0:15,0.885871659
8/4/2014 0:30,0.278419541
8/4/2014 0:45,0.669704113
8/4/2014 1:00,0.586576593
8/4/2014 1:15,0.72001401
8/4/2014 1:30,0.12344952
8/4/2014 1:45,0.26404105
8/4/2014 2:00,0.869773863
8/4/2014 2:15,0.696147535
8/4/2014 2:30,0.504554522
8/4/2014 2:45,0.848962566
8/4/2014 3:00,0.413751649
8/4/2014 3:15,0.159661382
8/4/2014 3:30,0.341916587
8/4/2014 3:45,0.190563628
8/4/2014 4:00,0.732373643
8/4/2014 4:15,0.890224313
8/4/2014 4:30,0.143463085
8/4/2014 4:45,0.484782441
8/4/2014 5:00,0.018089726
8/4/2014 5:15,0.483634588
8/4/2014 5:30,0.998410055
8/4/2014 5:45,0.083126602
8/4/2014 6:00,0.145587749
8/4/2014 6:15,0.873151702
8/4/2014 6:30,0.664982724
8/4/2014 6:45,0.656221968
8/4/2014 7:00,0.72532846
8/4/2014 7:15,0.036219343
8/4/2014 7:30,0.795790212
8/4/2014 7:45,0.251770443
8/4/2014 8:00,0.277582801
8/4/2014 8:15,0.477069047
8/4/2014 8:30,0.020633599
8/4/2014 8:45,0.986006363
8/4/2014 9:00,0.26752304
8/4/2014 9:15,0.081520143
8/4/2014 9:30,0.189706414
8/4/2014 9:45,0.554389847
8/4/2014 10:00,0.192650109
8/4/2014 10:15,0.211909084
8/4/2014 10:30,0.043464338
8/4/2014 10:45,0.786021999
8/4/2014 11:00,0.979907677
8/4/2014 11:15,0.355539282
8/4/2014 11:30,0.988967178
8/4/2014 11:45,0.744092369
8/4/2014 12:00,0.859663668
8/4/2014 12:15,0.964224496
8/4/2014 12:30,0.296088152
8/4/2014 12:45,0.035027199
8/4/2014 13:00,0.993895185
8/4/2014 13:15,0.544250844
8/4/2014 13:30,0.961478465
8/4/2014 13:45,0.092118103
8/4/2014 14:00,0.806854709
8/4/2014 14:15,0.52316972
8/4/2014 14:30,0.874084587
8/4/2014 14:45,0.132115785
8/4/2014 15:00,0.655582408
8/4/2014 15:15,0.721986983
8/4/2014 15:30,0.449938128
8/4/2014 15:45,0.802210293
8/4/2014 16:00,0.585100289
8/4/2014 16:15,0.839743986
8/4/2014 16:30,0.775931665
8/4/2014 16:45,0.057247553
8/4/2014 17:00,0.36503239
8/4/2014 17:15,0.277429233
8/4/2014 17:30,0.995125694
8/4/2014 17:45,0.873677963
8/4/2014 18:00,0.034946558
8/4/2014 18:15,0.290546412
8/4/2014 18:30,0.820649699
8/4/2014 18:45,0.398748741
8/4/2014 19:00,0.138794287
8/4/2014 19:15,0.678541247
8/4/2014 19:30,0.506700261
8/4/2014 19:45,0.938640378
8/4/2014 20:00,0.885118288
8/4/2014 20:15,0.828867808
8/4/2014 20:30,0.580245391
8/4/2014 20:45,0.515668511
8/4/2014 21:00,0.344217288
8/4/2014 21:15,0.030241524
8/4/2014 21:30,0.90157973
8/4/2014 21:45,0.113647209
8/4/2014 22:00,0.876235971
8/4/2014 22:15,0.18815615
8/4/2014 22:30,0.912134789
8/4/2014 22:45,0.686566049
8/4/2014 23:00,0.779973069
8/4/2014 23:15,0.216098552
8/4/2014 23:30,0.636749876
8/4/2014 23:45,0.881343372
8/5/2014 0:00,0.323078639
8/5/2014 0:15,0.632678432
8/5/2014 0:30,0.106016233
8/5/2014 0:45,0.959309689
8/5/2014 1:00,0.692164564
8/5/2014 1:15,0.17750113
8/5/2014 1:30,0.416373528
8/5/2014 1:45,0.927305005
8/5/2014 2:00,0.382545494
8/5/2014 2:15,0.537426103
8/5/2014 2:30,0.065553046
8/5/2014 2:45,0.207742147
8/5/2014 3:00,0.313069015
8/5/2014 3:15,0.537042141
8/5/2014 3:30,0.450512444
8/5/2014 3:45,0.384674391
8/5/2014 4:00,0.212689748
8/5/2014 4:15,0.649988151
8/5/2014 4:30,0.033954389
8/5/2014 4:45,0.252504306
8/5/2014 5:00,0.195784116
8/5/2014 5:15,0.442941375
8/5/2014 5:30,0.934792296
8/5/2014 5:45,0.528995907
8/5/2014 6:00,0.626966897
8/5/2014 6:15,0.984524235
8/5/2014 6:30,0.886729009
8/5/2014 6:45,0.707684182
8/5/2014 7:00,0.518252872
8/5/2014 7:15,0.848224676
8/5/2014 7:30,0.519941987
8/5/2014 7:45,0.191666543
8/5/2014 8:00,0.634351037
8/5/2014 8:15,0.902930214
8/5/2014 8:30,0.578836172
8/5/2014 8:45,0.641171434
8/5/2014 9:00,0.242997642
8/5/2014 9:15,0.176492131
8/5/2014 9:30,0.811265067
8/5/2014 9:45,0.78934594
8/5/2014 10:00,0.199099768
8/5/2014 10:15,0.408789593
8/5/2014 10:30,0.082009048
8/5/2014 10:45,0.26845781
8/5/2014 11:00,0.754789605
8/5/2014 11:15,0.539505677
8/5/2014 11:30,0.578107741
8/5/2014 11:45,0.127117411
8/5/2014 12:00,0.600342719
8/5/2014 12:15,0.739111903
8/5/2014 12:30,0.878099415
8/5/2014 12:45,0.949807821
8/5/2014 13:00,0.883841488
8/5/2014 13:15,0.459658975
8/5/2014 13:30,0.476185716
8/5/2014 13:45,0.387458392
8/5/2014 14:00,0.895615602
8/5/2014 14:15,0.254089881
8/5/2014 14:30,0.461807803
8/5/2014 14:45,0.46646282
8/5/2014 15:00,0.086440988
8/5/2014 15:15,0.110425458
8/5/2014 15:30,0.549604241
8/5/2014 15:45,0.994235516
8/5/2014 16:00,0.743449694
8/5/2014 16:15,0.233058101
8/5/2014 16:30,0.233988722
8/5/2014 16:45,0.68546085
8/5/2014 17:00,0.498942325
8/5/2014 17:15,0.955920064
8/5/2014 17:30,0.563935177
8/5/2014 17:45,0.409365552
8/5/2014 18:00,0.347567593
8/5/2014 18:15,0.734079097
8/5/2014 18:30,0.760401065
8/5/2014 18:45,0.247498227
8/5/2014 19:00,0.341653827
8/5/2014 19:15,0.212075538
8/5/2014 19:30,0.64099066
8/5/2014 19:45,0.28070246
8/5/2014 20:00,0.984528499
8/5/2014 20:15,0.139047149
8/5/2014 20:30,0.870261096
8/5/2014 20:45,0.681460216
8/5/2014 21:00,0.295272008
8/5/2014 21:15,0.779853537
8/5/2014 21:30,0.701093113
8/5/2014 21:45,0.828700525
8/5/2014 22:00,0.804144623
8/5/2014 22:15,0.460786991
8/5/2014 22:30,0.941524296
8/5/2014 22:45,0.781993928
8/5/2014 23:00,0.284536823
8/5/2014 23:15,0.351842666
8/5/2014 23:30,0.214300012
8/5/2014 23:45,0.633010545
8/6/2014 0:00,0.71083611
8/6/2014 0:15,0.380010642
8/6/2014 0:30,0.75151921
8/6/2014 0:45,0.334434898
8/6/2014 1:00,0.548406049
8/6/2014 1:15,0.324617567
8/6/2014 1:30,0.782560169
8/6/2014 1:45,0.180527654
8/6/2014 2:00,0.153293623
8/6/2014 2:15,0.448951251
8/6/2014 2:30,0.05533347
8/6/2014 2:45,0.262131309
8/6/2014 3:00,0.472161806
8/6/2014 3:15,0.085776375
8/6/2014 3:30,0.857683874
8/6/2014 3:45,0.026514881
8/6/2014 4:00,0.74762088
8/6/2014 4:15,0.504147141
8/6/2014 4:30,0.793889472
8/6/2014 4:45,0.347623289
8/6/2014 5:00,0.922244262
8/6/2014 5:15,0.394579788
8/6/2014 5:30,0.860763143
8/6/2014 5:45,0.681453946
8/6/2014 6:00,0.506217967
8/6/2014 6:15,0.625191535
8/6/2014 6:30,0.387455995
8/6/2014 6:45,0.109505165
8/6/2014 7:00,0.402772269
8/6/2014 7:15,0.222522797
8/6/2014 7:30,0.572523495
8/6/2014 7:45,0.43630185
8/6/2014 8:00,0.402631574
8/6/2014 8:15,0.586217214
8/6/2014 8:30,0.693237558
8/6/2014 8:45,0.758981256
8/6/2014 9:00,0.907044402
8/6/2014 9:15,0.470046206
8/6/2014 9:30,0.021489277
8/6/2014 9:45,0.27496465
8/6/2014 10:00,0.602955793
8/6/2014 10:15,0.670211619
8/6/2014 10:30,0.85276209
8/6/2014 10:45,0.099739354
8/6/2014 11:00,0.716208201
8/6/2014 11:15,0.535370442
8/6/2014 11:30,0.868090274
8/6/2014 11:45,0.528918862
8/6/2014 12:00,0.244697351
8/6/2014 12:15,0.396964616
8/6/2014 12:30,0.06942019
8/6/2014 12:45,0.749335313
8/6/2014 13:00,0.965586186
8/6/2014 13:15,0.336935227
8/6/2014 13:30,0.094697037
8/6/2014 13:45,0.039337621
8/6/2014 14:00,0.706307109
8/6/2014 14:15,0.805805164
8/6/2014 14:30,0.039850432
8/6/2014 14:45,0.914027946
8/6/2014 15:00,0.2044648
8/6/2014 15:15,0.038546003
8/6/2014 15:30,0.511564114
8/6/2014 15:45,0.021918008
8/6/2014 16:00,0.722771687
8/6/2014 16:15,0.808117296
8/6/2014 16:30,0.083863155
8/6/2014 16:45,0.900787884
8/6/2014 17:00,0.41686121
8/6/2014 17:15,0.881839907
8/6/2014 17:30,0.153934764
8/6/2014 17:45,0.689186611
8/6/2014 18:00,0.370920027
8/6/2014 18:15,0.772607485
8/6/2014 18:30,0.041803201
8/6/2014 18:45,0.853905518
8/6/2014 19:00,0.32829076
8/6/2014 19:15,0.634179955
8/6/2014 19:30,0.376095577
8/6/2014 19:45,0.247437587
8/6/2014 20:00,0.201397831
8/6/2014 20:15,0.633679264
8/6/2014 20:30,0.84880376
8/6/2014 20:45,0.705472457
8/6/2014 21:00,0.03655598
8/6/2014 21:15,0.213429661
8/6/2014 21:30,0.396146879
8/6/2014 21:45,0.627947284
8/6/2014 22:00,0.832213819
8/6/2014 22:15,0.0942262
8/6/2014 22:30,0.972390135
8/6/2014 22:45,0.104344292
8/6/2014 23:00,0.23800778
8/6/2014 23:15,0.537449976
8/6/2014 23:30,0.411448235
8/6/2014 23:45,0.147961555
8/7/2014 0:00,0.450825937
8/7/2014 0:15,0.336365876
8/7/2014 0:30,0.860751921
8/7/2014 0:45,0.015155601
8/7/2014 1:00,0.117832187
8/7/2014 1:15,0.72155476
8/7/2014 1:30,0.165901442
8/7/2014 1:45,0.175378535
8/7/2014 2:00,0.752270653
8/7/2014 2:15,0.309169583
8/7/2014 2:30,0.965155372
8/7/2014 2:45,0.730312629
8/7/2014 3:00,0.690305093
8/7/2014 3:15,0.430099136
8/7/2014 3:30,0.760624526
8/7/2014 3:45,0.871649302
8/7/2014 4:00,0.605604741
8/7/2014 4:15,0.088863219
8/7/2014 4:30,0.549175521
8/7/2014 4:45,0.71424155
8/7/2014 5:00,0.517387202
8/7/2014 5:15,0.321119915
8/7/2014 5:30,0.178026368
8/7/2014 5:45,0.399436225
8/7/2014 6:00,0.910857107
8/7/2014 6:15,0.565467176
8/7/2014 6:30,0.968720169
8/7/2014 6:45,0.901554129
8/7/2014 7:00,0.669995378
8/7/2014 7:15,0.993995999
8/7/2014 7:30,0.799327312
8/7/2014 7:45,0.848607869
8/7/2014 8:00,0.375650128
8/7/2014 8:15,0.733667821
8/7/2014 8:30,0.62257293
8/7/2014 8:45,0.40950622
8/7/2014 9:00,0.089461428
8/7/2014 9:15,0.977827517
8/7/2014 9:30,0.681782994
8/7/2014 9:45,0.127214935
8/7/2014 10:00,0.811096143
8/7/2014 10:15,0.898839833
8/7/2014 10:30,0.604703394
8/7/2014 10:45,0.64752289
8/7/2014 11:00,0.180508067
8/7/2014 11:15,0.800429609
8/7/2014 11:30,0.018974307
8/7/2014 11:45,0.940853295
8/7/2014 12:00,0.150520419
8/7/2014 12:15,0.695151367
8/7/2014 12:30,0.794873515
8/7/2014 12:45,0.434595064
8/7/2014 13:00,0.480268731
8/7/2014 13:15,0.76553114
